분류,자치구,공연/행사명,날짜/시간,장소,기관명,이용대상,이용요금,출연자정보,프로그램소개,기타내용,홈페이지?주소,대표이미지,신청일,시민/기관,시작일,종료일,테마분류,경도(X좌표),위도(Y좌표),유무료,문화포털상세URL
축제-기타,마포구,[M클래식 축제] 마포공연예술관광페스티벌 [타케자와 유토 피아노 리사이틀],2023-12-07~2023-12-07,마포아트센터 아트홀 맥,마포문화재단,8세 이상,"R석 50,000원 / S석 30,000 / A석 20,000원",타케자와 유토 ,,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2219&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4e759ec91d6043e68bd3dfef68ce0bae&thumb=Y,2023.7.6,기관,2023.12.7 0:00,2023.12.7 0:00,기타,37.54990609,126.9455338,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142296&menuNo=200010
축제-기타,마포구,[M클래식 축제] 마포공연예술관광페스티벌 킷 암스트롱 피아노 리사이틀,2023-12-06~2023-12-06,마포아트센터 아트홀맥,마포문화재단,8세 이상,"R석 50,000원 / S석 30,000 / A석 20,000원",킷 암스트롱,,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2218&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=272efa7041df4658a364daa9fdb0fd3c&thumb=Y,2023.7.6,기관,2023.12.6 0:00,2023.12.6 0:00,기타,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142295&menuNo=200010
클래식,마포구, M 아티스트 2023 김도현 피아노 리사이틀 II,2023-12-05~2023-12-05,마포아트센터 아트홀맥,마포문화재단, 8세이상관람가[미취학아동입장불가]," VIP석 55,000원, R석 44,000원, S석 33,000원",피아니스트 김도현,,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2176&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6a59720cd9c34bbfa056eb6b5031f809&thumb=Y,2023.3.15,기관,2023.12.5 0:00,2023.12.5 0:00,기타,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141022&menuNo=200008
클래식,구로구,브런치콘서트 [이달의 공연] 11월 클래식과 재즈의 더 배틀,2023-11-28~2023-11-28,구로아트밸리 예술극장,구로문화재단,7세 이상 관람가,"전석 10,000원 / 단체10인 이상 할인 20% (전화예매필수)",,,,https://www.guroartsvalley.or.kr/user/performance/performanceView.do?performanceSeq=3673&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=78c250f20537440cbbdf2f085f20a1c7&thumb=Y,2023.7.28,기관,2023.11.28 0:00,2023.11.28 0:00,기타,37.4966724,126.888881,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142575&menuNo=200008
콘서트,강동구,"[2023 카즈미 타테이시 트리오 내한공연] 지브리, 재즈를 만나다(서울 강동)",2023-11-11~2023-11-11,강동아트센터 대극장 한강,기타,만 7세 이상,"VIP석 77,000원 / R석 66,000원 / S석 55,000원",Piano 카즈미 타테이시 Contrabass 시노부 사토 Drums 마오 스즈키,"하울의 움직이는 성, 센과 치히로의 행방불명 등 지브리 애니메이션 주제곡",,https://tickets.interpark.com/goods/23010469,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e96a8ee94fab47d59a00d84cfb25c25d&thumb=Y,2023.7.28,시민,2023.11.11 0:00,2023.11.11 0:00,기타,37.551449,127.157598,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142578&menuNo=200008
클래식,마포구,M 한국가곡 시리즈 [모던가곡] #6. 첫사랑,2023-11-07~2023-11-07,마포아트센터 플레이 맥,마포문화재단,8세 이상 관람가,"전석 20,000원","소프라노 박혜진, 테너 김성진, 바리톤 양준모, 해금 천지윤, 피아노 권한숙",프로그램 추후 공개 예정 ,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2233&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f94b53c1467444368f03a65bb6c986ce&thumb=Y,2023.7.13,기관,2023.11.7 0:00,2023.11.7 0:00,기타,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142401&menuNo=200008
콘서트,강남구,"[2023 카즈미 타테이시 트리오 내한공연] 지브리, 재즈를 만나다(서울 강남)",2023-11-06~2023-11-06,광림아트센터 장천홀,기타,만 7세 이상,"VIP석 77,000원 R석 66,000원 S석 55,000원",Piano 카즈미 타테이시 Contrabass 시노부 사토 Drums 마오 스즈키,"하울의 움직이는 성, 센과 치히로의 행방불명 등 지브리 애니메이션 주제곡",,https://tickets.interpark.com/goods/23009987,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e2c9ff153d4e4db5b9d6fa34198a863d&thumb=Y,2023.7.25,시민,2023.11.6 0:00,2023.11.6 0:00,기타,37.52424476,127.0267842,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142527&menuNo=200008
클래식,구로구,브런치콘서트 [이달의 공연] 10월 웃음 가득 뮤지컬 갈라,2023-10-31~2023-10-31,구로아트밸리 예술극장,구로문화재단,7세 이상 관람가,"전석 10,000원 / 단체10인 이상 할인 20% (전화예매필수)",,,,https://www.guroartsvalley.or.kr/user/performance/performanceView.do?performanceSeq=3672&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=44c90392a4ae434885a563f190ac09c4&thumb=Y,2023.7.28,기관,2023.10.31 0:00,2023.10.31 0:00,기타,37.4966724,126.888881,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142574&menuNo=200008
국악,중구,남산골가무악국악한마당,2023-10-30~2023-10-30,충무아트센터 대극장 ,기타,누구나,무료,"판소리 왕기철,박춘맹,김학용,김명남,주소연, 가야금병창 정경옥 대통령상수상및 판소리이수자  명무,장임순 사물놀이강의정외 민요,각설이 다수출연 ","사물놀이,창극,판소리,민요,장단",30년이상의 국악인들이 공연을 준비함 ,http://namsangolgukak.or.kr/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6a4995269e514a6e992ca87ab12bb6d5&thumb=Y,2023.8.10,기관,2023.10.30 0:00,2023.10.30 0:00,기타,37.56594097,127.0147909,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142756&menuNo=200008
뮤지컬/오페라,종로구,푸치니 [투란도트],2023-10-26~2023-10-29,세종대극장,세종문화회관,만 7세 이상,"VIP석 150,000원 R석 120,000원 S석 100,000원 A석 80,000원 B석 50,000원",,<html><head></head><body spellcheck=,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33853&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bc2be4d262b2474f92fa1a343be472aa&thumb=Y,2023.8.9,기관,2023.10.26 0:00,2023.10.29 0:00,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142732&menuNo=200008
축제-문화/예술,중구,서울디자인 2023,2023-10-24~2023-11-02,"DDP 및 서울시 전역, 온라인",동대문디자인플라자,디자인에 관심있는 시민 누구나,"전시 입장권 12,000원 컨퍼런스 패키지 70,000원 (전시+컨퍼런스 입장권 & 행사 굿즈 증정) - 9월 5일 사전예매 할인 오픈",,,,http://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=540&boardno=16&bbstopno=540&act=view&subno=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a4bb02f31e35474292b2e3215bd33ab7&thumb=Y,2023.7.17,기관,2023.10.24 0:00,2023.11.2 0:00,기타,37.56681313,127.0096257,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142438&menuNo=200010
축제-기타,마포구,[M클래식 축제] 마포공연예술관광페스티벌 피아니스트 송영민의 [수아레 콘서트],2023-10-18~2023-10-18,마포아트센터 아트홀 맥,마포문화재단,8세 이상,"전석 20,000원","송연민, 고상지, 박건우, 안동영",,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2224&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=64488f18255843b18d5f6560246cc7ee&thumb=Y,2023.7.6,기관,2023.10.18 0:00,2023.10.18 0:00,기타,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142301&menuNo=200010
콘서트,마포구,2023 M 레트로 시리즈 [어떤가요 #6] 10월 밤 특집,2023-10-17~2023-10-17,마포아트센터 아트홀맥,마포문화재단,취학아동 이상,"R석 66,000원, S석 55,000원, A석 44,000원",,,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2228&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b317dddd68cd4200a94e6aabaaf11c40&thumb=Y,2023.6.26,기관,2023.10.17 0:00,2023.10.17 0:00,기타,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142136&menuNo=200008
클래식,마포구,M 한국가곡 시리즈 [모던가곡] #5. 풍경화,2023-10-13~2023-10-13,마포아트센터 아트홀 맥,마포문화재단,8세 이상 관람가,"전석 20,000원","소프라노 정시영, 김채선, 메조 소프라노 이미란, 테너 김중일, 왕승원, 바리톤 장철, 피아노 김보미",프로그램 추후 공개 예정 ,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2232&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e8b76075634443749550c62e4e5f8064&thumb=Y,2023.7.13,기관,2023.10.13 0:00,2023.10.13 0:00,기타,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142400&menuNo=200008
축제-기타,마포구,[제8회 M클래식 축제] 메인콘서트 지휘자 김건 × M 클래식 페스티벌 오케스트라 × 피아니스트 김도현,2023-10-11~2023-10-11,마포아트센터 아트홀맥,마포문화재단,8세 이상,"R석 50,000원 / S석 30,000 / A석 20,000원","김건, M 클래식 페스티벌 오케스트라, 김도현",,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2215&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9e1f3c7f2f24454297f288f103ed4973&thumb=Y,2023.7.6,기관,2023.10.11 0:00,2023.10.11 0:00,기타,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142290&menuNo=200010
영화,서초구,[서초문화재단] 심산 영화관 뮤지컬 [빌리 엘리어트] 공연 실황,2023-10-10~2023-10-10,서초문화재단 반포심산아트홀,서초문화재단,전체관람가,전석무료(사전예약),,"빌리, 왜 발레를 하니? 그냥 기분이 좋아요. 하늘을 나는 새가 된 것처럼요!",,https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=526,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4ac665cc73254531bd651f441d4fb9a8&thumb=Y,2023.5.8,기관,2023.10.10 0:00,2023.10.10 0:00,,37.49883446,126.9912425,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141609&menuNo=200013
축제-기타,마포구,[M클래식 축제] 마포공연예술관광페스티벌 지휘자 서희태의 [프랑스 오페라 갈라],2023-10-10~2023-10-10,마포아트센터 아트홀 맥,마포문화재단,8세 이상,"전석 20,000원 ","서희태, 김유미,변지영, 정주연, 문세훈, 김성결, 전태현, 뉴서울필하모닉오케스트라",,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2222&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=df66c4aa52b745baa05f309749033102&thumb=Y,2023.7.6,기관,2023.10.10 0:00,2023.10.10 0:00,기타,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142299&menuNo=200010
축제-문화/예술,노원구,[서울시립과학관] 메이커 페어 서울 2023,2023-10-08~2023-10-09,서울시립과학관 실내외 일대,서울시립과학관,누구나,,,,,https://science.seoul.go.kr/board/normal/read?menuId=21&bbsId=1&searchBbsCd=normal&searchSeq=1130&curPage=1&searchType=title&searchWord=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b45ba7ce718340b696b0821fd6a261b5&thumb=Y,2023.7.5,기관,2023.10.8 0:00,2023.10.9 0:00,어린이/청소년 문화행사,37.64199411,127.0774371,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142279&menuNo=200010
축제-문화/예술,종로구,2023 서울국제공연예술제,2023-10-06~2023-10-29,"국립극장 해오름,국립정동극장_세실,？아르코?대학로 예술극장,？여행자극장",기타,누구나,공연별 상이,,"서울국제공연예술제 (SPAF, Seoul Performing Arts Festival)는 국내 최대 규모와 역사를 자랑하는 한국의 대표 국제공연예술축제로 재단법인 예술경영지원센터와 국립극장, 국립정동극장이 공동 주최합니다.",,http://spaf.or.kr/2023/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a6aa9d23b8a44c0c8180d1d436ae352e&thumb=Y,2023.8.3,기관,2023.10.6 0:00,2023.10.29 0:00,기타,37.58118552,127.0029999,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142663&menuNo=200010
축제-기타,마포구,[M클래식 축제] 마포공연예술관광페스티벌 카운터 테너 정민호 [Baroque season],2023-10-05~2023-10-05,마포아트센터 아트홀맥,마포문화재단,8세 이상,"전석 20,000원","정민호, 카메라타 인티콰 서울",,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2221&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7b8ddbc67c5947f8a71a57ce1e36c78d&thumb=Y,2023.7.6,기관,2023.10.5 0:00,2023.10.5 0:00,기타,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142298&menuNo=200010
콘서트,강동구,"Dear Next Generation, 유다빈밴드(YUDABINBAND)",2023-09-28~2023-09-28,강동아트센터 대극장 한강,강동문화재단,14세이상 관람가,"R석 66,000원 S석 44,000원",,,,http://www.gdfac.or.kr/web/lay2/program/S1T204C211/show/view.do?show_seq=1925&cpage=2&rows=10&keyword=&place=&start_dt=&end_dt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c694a4f0777040b994e88390c2b982b1&thumb=Y,2023.3.2,기관,2023.9.28 0:00,2023.9.28 0:00,기타,37.551449,127.157598,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140860&menuNo=200008
국악,종로구,"춤의 정원(庭園) : 염현주, 춤선이 놀다-궁중춤예술연구원",2023-09-26~2023-09-26,서울돈화문국악당,서울돈화문국악당,전체관람가,"전석 20,000원",,,,https://sdtt.or.kr/user/program/2023/9/1400,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=23b255af98e14f0aadb37cd75a79b4f4&thumb=Y,2023.8.4,기관,2023.9.26 0:00,2023.9.26 0:00,기타,37.57725028,126.9907307,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142670&menuNo=200008
축제-기타,마포구,[M클래식 축제] 첼리스트 양성원 & 피아니스트 유성호 첫 듀오 리사이틀 ,2023-09-26~2023-09-26,마포아트센터 아트홀맥,마포문화재단,8세 이상,"R석 50,000원 / S석 30,000 / A석 20,000원","양성원, 유성호 ",,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2217&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ba0973b7125b4b849f8cad569f63f996&thumb=Y,2023.7.6,기관,2023.9.26 0:00,2023.9.26 0:00,기타,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142294&menuNo=200010
클래식,구로구,브런치콘서트 [이달의 공연] 9월 국악이 흐르는 클래식,2023-09-26~2023-09-26,구로아트밸리 예술극장,구로문화재단,7세 이상 관람가,"전석 10,000원 / 단체10인 이상 할인 20% (전화예매필수)",,,,https://www.guroartsvalley.or.kr/user/performance/performanceView.do?performanceSeq=3671&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b0a6e7326437448dad9c0371f189b8b0&thumb=Y,2023.7.28,기관,2023.9.26 0:00,2023.9.26 0:00,기타,37.4966724,126.888881,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142573&menuNo=200008
연극,영등포구,장수상회 [LAST DANCE],2023-09-23~2023-09-23,영등포아트홀,기타,누구나 ,"전석 30,000원",,,,https://www.ydpcf.or.kr/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ffa6eaa645f64a0f803ae7819df6ec8b&thumb=Y,2023.8.10,기관,2023.9.23 0:00,2023.9.23 0:00,,37.5262451,126.9001286,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142753&menuNo=200008
전시/미술,중구,제12회 서울미디어시티비엔날레 [이것 역시 지도],2023-09-21~2023-11-19,서울시립미술관 서소문본관 1층 ,서울시립미술관,누구나,,,,,https://sema.seoul.go.kr/kr/whatson/series/detail?exNo=1199259,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4f17f7ce8ac64ed58264f88e6f9e5e55&thumb=Y,2023.7.7,기관,2023.9.21 0:00,2023.11.19 0:00,기타,37.56410607,126.9736993,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142324&menuNo=200009
연극,종로구,2023 키우피우 오브제극축제 [공주전],2023-09-21~2023-09-23,종로 아이들극장,종로문화재단,36개월이상 관람가능 러닝타임: 60분,"전석 20,000원",,,,https://www.jfac.or.kr/site/child/childProgram/view?pgIdx=284&pgCatCode=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=92fa1e3318ce4a38ad7f7edc0102a9ba&thumb=Y,2023.8.4,기관,2023.9.21 0:00,2023.9.23 0:00,어린이/청소년 문화행사,37.59046055,126.9987986,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142679&menuNo=200008
교육/체험,송파구,[몽촌토성투어프로그램] 한눈에 쏙~ 몽촌토성 첫걸음,2023-09-20~2023-12-15,몽촌역사관,몽촌역사관,학급 단체,,,,,http://baekjemuseum.seoul.go.kr/dreamvillage/board/notice/index.jsp?mpid=SDM0401000000&mmode=list ,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3618e8d596154e5a93e166323011cb54&thumb=Y,2023.8.4,기관,2023.9.20 0:00,2023.12.15 0:00,어린이/청소년 문화행사,37.5238852,127.1243709,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142687&menuNo=200011
연극,영등포구,이자람 판소리 [노인과 바다],2023-09-20~2023-09-20,영등포아트홀,기타,누구나,"전석 30,000원",,,,https://www.ydpcf.or.kr/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7c3856e614a243b4b6a168fec00148a1&thumb=Y,2023.8.10,기관,2023.9.20 0:00,2023.9.20 0:00,,37.5262451,126.9001286,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142752&menuNo=200008
전시/미술,마포구,해설이 있는 전시 [아트스토리 M] 탁현규 작가편 Ⅲ  우리 풍속화의 아름다움,2023-09-20~2023-09-20,마포아트센터 플레이 맥,마포문화재단,8세 이상 관람가 ,"전석 10,000원 / 마포구민 특별가 1,000원",,,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2240&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fce6cf479cf64f8281a91ef71cc454ac&thumb=Y,2023.8.9,기관,2023.9.20 0:00,2023.9.20 0:00,기타,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142743&menuNo=200009
콘서트,노원구,2023 퀸 엘리자베스 콩쿠르 위너스 콘서트 in 노원,2023-09-19~2023-09-19,ㅍ,노원문화재단,8세 이상,"전석 30,000원",,,,https://www.nowonarts.kr/html/pe/performancedetail.php?param_url=https%3A%2F%2Fwww.nowonarts.kr%2Fhtml%2Fpe%2Fperformanceinfo.php%3F%26cate%3D%26skin%3D%26search_state%3D1%26search_syear%3D%26search_smonth%3D%26search_eyear%3D%26search_emonth%3D%26search_order%3D%26search_startPage%3D&idx=342,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3644f660cbee436abba1c4a874c77cce&thumb=Y,2023.8.8,기관,2023.9.19 0:00,2023.9.19 0:00,기타,37.65023586,127.0802693,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142723&menuNo=200008
교육/체험,송파구,"[꿈마을놀이체험교실] 누가누가 잘하나, 우리놀이 (온라인)",2023-09-16~2023-10-01,몽촌역사관,몽촌역사관,초등학교 1~4학년(동반가족),,,,,http://baekjemuseum.seoul.go.kr/dreamvillage/board/notice/index.jsp?mpid=SDM0401000000&mmode=list,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3ea30dfac6a24726a1dc589043c73e79&thumb=Y,2023.8.4,기관,2023.9.16 0:00,2023.10.1 0:00,어린이/청소년 문화행사,37.5238852,127.1243709,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142682&menuNo=200011
축제-문화/예술,양천구,서울 두드림 페스티벌 2023,2023-09-16~2023-09-17,양천문화회관,기타,누구나,,,누구나 참여할 수 있는 시민 예술 페스티벌    ？대중의 예술화를 구현하는 모두를 위한 축제 ,,http://do-dream.or.kr/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d0c3bb12c8a747f3be2b74819d787d5c&thumb=Y,2023.7.17,시민,2023.9.16 0:00,2023.9.17 0:00,기타,37.5164888,126.8631233,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142435&menuNo=200010
클래식,종로구,2023 서울시향 실내악 시리즈 II: 러시아 낭만주의 작곡가들,2023-09-16~2023-09-16,세종문화회관 체임버홀,서울시립교향악단,홈페이지 참고,"R 50,000 S 30,000 A 10,000",(첼로) 이상 엔더스,,,https://www.seoulphil.or.kr/perf/view?perfNo=5298&calendarDate=2023/09/16&langCd=ko&menuFlag=MFLG0001,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f474e4de0bf34e45bc8d64772e19573a&thumb=Y,2023.8.8,기관,2023.9.16 0:00,2023.9.16 0:00,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142726&menuNo=200008
뮤지컬/오페라,금천구,[너나나시리즈] 브로드웨이 뮤지컬,2023-09-15~2023-09-15,금나래아트홀,금천문화재단,36개월 이상,"전석 20,000원",,,,https://gcfac.or.kr/board/perforNoticeDetail?notice_gb=&board_seq=8196&gcfac_menu_cd=U0016&currRow=1&scType=all&srch_input=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=629c978f8e6c424d93dfe808dcda0548&thumb=Y,2023.8.4,기관,2023.9.15 0:00,2023.9.15 0:00,기타,37.45715585,126.8967629,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142688&menuNo=200008
축제-기타,마포구,[M클래식 축제]  마포공연예술관광페스티벌  Piano Trio [Love Story In Classic],2023-09-15~2023-09-15,마포아트센터 아트홀 맥,마포문화재단,8세 이상,"전석 20,000원","윤동환, 이호찬, 박상욱",,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2223&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3e652a2d82954dd689b133a697c7fee1&thumb=Y,2023.7.6,기관,2023.9.15 0:00,2023.9.15 0:00,기타,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142300&menuNo=200010
국악,종로구,2023 믹스드 오케스트라 I [존재 그리고 연결],2023-09-15~2023-09-15,세종대극장,세종문화회관,만 7세 이상 관람가,"VIP석 50,000원 R석 40,000원 S석 30,000원 A석 20,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33861&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=159ed64e5bb24b34acb9b1c3c482cbca&thumb=Y,2023.8.1,기관,2023.9.15 0:00,2023.9.15 0:00,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142603&menuNo=200008
클래식,서초구,2023 서울시향 만프레트 호네크의 차이콥스키 비창 ②,2023-09-15~2023-09-15,예술의전당 콘서트홀,서울시립교향악단,홈페이지 참고,"R 120,000 S 90,000 A 60,000 B 30,000 C 10,000",(지휘) 만프레트 호네크 (협연) 소프라노 임선혜,,,https://www.seoulphil.or.kr/perf/view?perfNo=5255&calendarDate=2023/09/15&langCd=ko&menuFlag=MFLG0001,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d60d55c219d247b2bc9be993f2d106ca&thumb=Y,2023.8.8,기관,2023.9.15 0:00,2023.9.15 0:00,,37.4802402,127.0142152,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142725&menuNo=200008
연극,종로구,2023 키우피우 오브제극축제 [더 라스트맨 스탠딩],2023-09-14~2023-09-16,종로 아이들극장,종로문화재단,10세 이상 권장(36개월 이상 입장 가능) 러닝타임: 40분 내외,"전석 20,000원",,,,https://www.jfac.or.kr/site/child/childProgram/view?pgIdx=283&pgCatCode=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=65b38dbf77774d91b45c12932bc1e8fc&thumb=Y,2023.8.4,기관,2023.9.14 0:00,2023.9.16 0:00,기타,37.59046055,126.9987986,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142678&menuNo=200008
클래식,송파구,2023 서울시향 만프레트 호네크의 차이콥스키 비창 ①,2023-09-14~2023-09-14,롯데콘서트홀,서울시립교향악단,홈페이지 참고,"R 120,000 S 90,000 A 60,000 B 30,000 C 10,000",(지휘) 만프레트 호네크 (협연) 소프라노 임선혜,,,https://www.seoulphil.or.kr/perf/view?perfNo=5253&calendarDate=2023/09/14&langCd=ko&menuFlag=MFLG0001,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=01476084f4a447e5b8801d1dd908e7db&thumb=Y,2023.8.8,기관,2023.9.14 0:00,2023.9.14 0:00,,37.51375196,127.1044469,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142724&menuNo=200008
축제-전통/역사,종로구,2023 운현궁 뜰 안의 역사콘서트,2023-09-14~2023-09-14,운현궁 일원,운현궁,시민 누구나,,,,,https://www.unhyeongung.or.kr/sub/prpgram/total_list.php?sno=0&group=basic&code=B35&category=&&abmode=view&no=1193&bsort=&bfsort=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4e0f205f6b814e3ab7d6a66e12d9b4d4&thumb=Y,2023.8.8,기관,2023.9.14 0:00,2023.9.14 0:00,문화가 있는 날,37.576125,126.98705,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142720&menuNo=200010
